impactCategory.name,,,,Acidification,Eutrophication,Freshwater ecotoxicity,Global warming,Human health - cancer,Human health - non-cancer,Human health - particulate matter,Ozone depletion,Smog formation
impactCategory.refUnit,,,,kg SO2 eq,kg N eq,CTUeco,kg CO2 eq,CTUcancer,CTUnoncancer,PM 2.5 eq,kg CFC-11 eq,kg O3 eq
category,process,flow,unit,,,,,,,,,
31-33: Manufacturing/3359: Other Electrical Equipment and Component Manufacturing,"Solid oxide electrolysis stack; 150 kW, at plant - US","Solid oxide electrolysis stack; 150 kW, at plant",Item(s),32.721,1.1347,88289.0,6161.0,0.00019996,0.03459,3.629,3.2455e-05,354.13
31-33: Manufacturing/3362: Motor Vehicle Body and Trailer Manufacturing,"Automotive painting, electrocoating, per m2 - RNA","Automotive painting, electrocoating, per m2",m2,0.0001625,1.7068e-05,3.9493,0.078673,8.4962e-09,1.5626e-06,1.0201e-05,1.4726e-09,0.00535
31-33: Manufacturing/3362: Motor Vehicle Body and Trailer Manufacturing,"Automotive painting, electrocoating, per vehicle - RNA","Automotive painting, electrocoating, per vehicle",Item(s),0.025132,0.0026398,610.8,12.167,1.314e-06,0.00024166,0.0015777,2.2775e-07,0.82706
31-33: Manufacturing/3362: Motor Vehicle Body and Trailer Manufacturing,"Automotive painting, pretreatment - RNA","Automotive painting, pretreatment",m2,0.00010184,8.7872e-06,2.4924,0.049241,5.3645e-09,9.8613e-07,6.4034e-06,9.2595e-10,0.002341
31-33: Manufacturing/3362: Motor Vehicle Body and Trailer Manufacturing,"Automotive painting, top coat, per m2 - RNA","Automotive painting, top coat, per m2",m2,0.00090959,7.8812e-05,22.302,0.44066,4.8001e-08,8.8238e-06,5.7302e-05,8.2858e-09,0.076997
31-33: Manufacturing/3362: Motor Vehicle Body and Trailer Manufacturing,"Automotive painting, top coat, per vehicle - RNA","Automotive painting, top coat, per vehicle",Item(s),0.14046,0.01217,3443.8,68.047,7.4122e-06,0.0013626,0.0088486,1.2795e-06,11.894
42: Wholesale Trade/4247: Petroleum and Petroleum Products Merchant Wholesalers,"Asphalt binder, 0.5% polyphosphoric acid (PPA), consumption mix, at terminal, from crude oil, 0.5% polyphosphoric acid - RNA",Asphalt binder,kg,0.0019421,0.0001747,0.37085,0.64925,1.7796e-09,1.3172e-07,0.00011407,2.8484e-11,0.036806
42: Wholesale Trade/4247: Petroleum and Petroleum Products Merchant Wholesalers,"Asphalt binder, 3.5% styrene-butadiene-styrene (SBS), consumption mix, at terminal, from crude oil, 3.5% styrene-butadiene-styrene - RNA",Asphalt binder,kg,0.0021028,0.0002548,0.38109,0.75893,2.0036e-09,1.6189e-07,0.00011733,3.2004e-11,0.042979
42: Wholesale Trade/4247: Petroleum and Petroleum Products Merchant Wholesalers,"Asphalt binder, 8% ground rubber tire (GRT), consumption mix, at terminal, from crude oil, 8% ground rubber tire - RNA",Asphalt binder,kg,0.0016792,0.00016197,0.34235,0.61617,1.631e-09,1.2064e-07,9.4678e-05,2.5509e-11,0.034947
44-45: Retail Trade/4471: Gasoline Stations,"Dispensing of compressed natural gas, at pump - US","Compressed natural gas, dispensed at pump",t,2.8223,0.16185,876.93,552.92,1.6868e-06,0.00031587,0.060821,2.9475e-07,84.037
44-45: Retail Trade/4471: Gasoline Stations,"Dispensing of diesel, at pump - US","Diesel, dispensed at pump",t,1.1453,1.7533,2679.7,798.79,6.0507e-06,0.0010566,0.089827,8.4627e-06,47.678
44-45: Retail Trade/4471: Gasoline Stations,"Dispensing of gasoline, at pump - US","Gasoline, dispensed at pump",t,1.1514,1.754,2701.1,799.26,6.0966e-06,0.001065,0.090289,8.4726e-06,47.789
44-45: Retail Trade/4471: Gasoline Stations,"Dispensing of liquefied petroleum gas, at pump - US","Liquefied petroleum gas, dispensed at pump",t,1.3868,1.7726,2803.4,817.23,6.3185e-06,0.0011055,0.10582,8.5538e-06,52.77
44-45: Retail Trade/4471: Gasoline Stations,"Ethanol, 85%, blended, at service station, 2022 - RNA","Ethanol, 85%, blended, at service station",kg,0.044474,0.51388,17.09,10.196,5.3468e-08,5.5281e-06,0.0017948,5.4161e-07,1.2899
48-49: Transportation and Warehousing/4811: Scheduled Air Transportation,"Transport, aircraft, freight - US","Transport, aircraft, freight",t*km,0.0019962,0.00067968,0.89825,0.8515,2.0292e-09,3.5416e-07,4.3966e-05,2.8642e-09,0.064062
48-49: Transportation and Warehousing/4821: Rail Transportation,"Transport, train, diesel powered - US","Transport, train, diesel powered",t*km,6.0856e-05,1.3268e-05,0.014857,0.019177,3.3563e-11,5.8579e-09,2.3042e-06,4.7374e-11,0.0022131
"48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation","Transport, ocean freighter, average fuel mix - GLO","Transport, ocean freighter, average fuel mix",t*km,0.00014161,1.2676e-05,0.012088,0.0079681,2.7308e-11,4.7661e-09,9.7543e-06,3.8545e-11,0.0028527
"48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation","Transport, ocean freighter, diesel powered - GLO","Transport, ocean freighter, diesel powered",t*km,6.4108e-05,1.1217e-05,0.011292,0.0066028,2.5508e-11,4.452e-09,7.8671e-06,3.6004e-11,0.0023135
"48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation","Transport, ocean freighter, residual fuel oil powered - GLO","Transport, ocean freighter, residual fuel oil powered",t*km,0.00016099,1.304e-05,0.012287,0.0083094,2.7758e-11,4.8446e-09,1.0226e-05,3.918e-11,0.0029875
48-49: Transportation and Warehousing/4832: Inland Water Transportation,"Transport, barge, average fuel mix - US","Transport, barge, average fuel mix",t*km,8.9332e-05,1.9005e-05,0.021989,0.018534,4.9673e-11,8.6696e-09,4.6614e-06,7.0113e-11,0.0029028
48-49: Transportation and Warehousing/4832: Inland Water Transportation,"Transport, barge, diesel powered - US","Transport, barge, diesel powered",t*km,7.8815e-05,1.8928e-05,0.021989,0.018093,4.9673e-11,8.6696e-09,4.594e-06,7.0113e-11,0.0028596
48-49: Transportation and Warehousing/4832: Inland Water Transportation,"Transport, barge, residual fuel oil powered - US","Transport, barge, residual fuel oil powered",t*km,0.00012662,1.9277e-05,0.021988,0.020098,4.9672e-11,8.6694e-09,4.9004e-06,7.0111e-11,0.0030557
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, average fuel mix - RNA","Transport, combination truck, average fuel mix",t*km,0.00013627,4.559e-05,0.058972,0.089692,1.3689e-10,2.3266e-08,6.3455e-06,1.862e-10,0.0047709
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered - US","Transport, combination truck, compressed natural gas powered",t*km,9.5782e-05,5.6941e-06,0.018045,0.090908,8.8892e-11,6.4629e-09,2.9958e-06,6.0287e-12,0.0027227
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Alaska","Transport, combination truck, compressed natural gas powered",t*km,9.7104e-05,5.7804e-06,0.017911,0.089811,8.6817e-11,6.4157e-09,2.9618e-06,5.9847e-12,0.0027705
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Central","Transport, combination truck, compressed natural gas powered",t*km,9.5977e-05,5.7069e-06,0.018024,0.090706,8.8476e-11,6.4554e-09,2.9879e-06,6.0217e-12,0.0027298
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, East North Central","Transport, combination truck, compressed natural gas powered",t*km,9.6255e-05,5.7263e-06,0.017929,0.090143,8.7714e-11,6.4216e-09,2.9768e-06,5.9902e-12,0.0027397
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Hawaii","Transport, combination truck, compressed natural gas powered",t*km,9.7801e-05,5.809e-06,0.018691,0.096482,9.9949e-11,6.6889e-09,3.2797e-06,6.2391e-12,0.0027889
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Northeast","Transport, combination truck, compressed natural gas powered",t*km,9.6599e-05,5.7461e-06,0.01803,0.090765,8.8589e-11,6.4577e-09,2.9964e-06,6.0238e-12,0.0027518
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Northwest","Transport, combination truck, compressed natural gas powered",t*km,9.6133e-05,5.7176e-06,0.017981,0.090342,8.7764e-11,6.4403e-09,2.9726e-06,6.0076e-12,0.0027357
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, South","Transport, combination truck, compressed natural gas powered",t*km,9.3769e-05,5.5688e-06,0.017943,0.090145,8.7545e-11,6.4269e-09,2.9452e-06,5.9951e-12,0.0026518
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Southeast","Transport, combination truck, compressed natural gas powered",t*km,9.5836e-05,5.694e-06,0.018223,0.092386,9.1749e-11,6.5253e-09,3.064e-06,6.0868e-12,0.0027233
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Southwest","Transport, combination truck, compressed natural gas powered",t*km,9.6952e-05,5.7685e-06,0.018028,0.090658,8.8257e-11,6.4571e-09,2.9912e-06,6.0233e-12,0.0027646
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, West","Transport, combination truck, compressed natural gas powered",t*km,9.6602e-05,5.7445e-06,0.018116,0.091335,8.9466e-11,6.4882e-09,3.0131e-06,6.0522e-12,0.0027516
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, West North Central","Transport, combination truck, compressed natural gas powered",t*km,9.3876e-05,5.5812e-06,0.017657,0.087765,8.2954e-11,6.3268e-09,2.8396e-06,5.9018e-12,0.0026578
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered - US","Transport, combination truck, diesel powered",t*km,0.00013627,4.559e-05,0.058972,0.089692,1.3689e-10,2.3266e-08,6.3455e-06,1.862e-10,0.0047709
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Alaska","Transport, combination truck, diesel powered",t*km,0.00014165,4.5806e-05,0.058773,0.089389,1.3647e-10,2.3188e-08,6.3252e-06,1.8557e-10,0.0049622
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Central","Transport, combination truck, diesel powered",t*km,0.00013703,4.5629e-05,0.058956,0.089668,1.3686e-10,2.326e-08,6.3411e-06,1.8615e-10,0.004798
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, East North Central","Transport, combination truck, diesel powered",t*km,0.00013789,4.5532e-05,0.058716,0.089307,1.3628e-10,2.3165e-08,6.3049e-06,1.8539e-10,0.0048282
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Hawaii","Transport, combination truck, diesel powered",t*km,0.00013661,4.6313e-05,0.06009,0.091408,1.3954e-10,2.3708e-08,6.7754e-06,1.8973e-10,0.004781
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Northeast","Transport, combination truck, diesel powered",t*km,0.00013845,4.5706e-05,0.058937,0.089639,1.3684e-10,2.3253e-08,6.3542e-06,1.8609e-10,0.0048484
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Northwest","Transport, combination truck, diesel powered",t*km,0.00013786,4.5628e-05,0.058872,0.08954,1.3667e-10,2.3227e-08,6.3201e-06,1.8589e-10,0.0048275
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, South","Transport, combination truck, diesel powered",t*km,0.00013148,4.5152e-05,0.058756,0.089363,1.3633e-10,2.3181e-08,6.2368e-06,1.8552e-10,0.0046009
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Southeast","Transport, combination truck, diesel powered",t*km,0.00013533,4.5754e-05,0.059328,0.090237,1.3773e-10,2.3407e-08,6.4559e-06,1.8733e-10,0.004737
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Southwest","Transport, combination truck, diesel powered",t*km,0.00013992,4.5821e-05,0.058972,0.089689,1.369e-10,2.3266e-08,6.3647e-06,1.862e-10,0.0049005
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, West","Transport, combination truck, diesel powered",t*km,0.00013766,4.5734e-05,0.059061,0.089823,1.3714e-10,2.3302e-08,6.3765e-06,1.8648e-10,0.0048205
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, West North Central","Transport, combination truck, diesel powered",t*km,0.00013481,4.5073e-05,0.058294,0.088657,1.3523e-10,2.2999e-08,6.0979e-06,1.8406e-10,0.0047195
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered - US","Transport, combination truck, electricity powered",t*km,0.00013612,1.175e-05,3.338,0.065947,7.1846e-09,1.3207e-06,9.1343e-06,1.2401e-09,0.0031253
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Alaska","Transport, combination truck, electricity powered",t*km,0.00016715,1.4428e-05,4.0989,0.080979,8.8222e-09,1.6217e-06,1.1053e-05,1.5228e-09,0.0038377
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Central","Transport, combination truck, electricity powered",t*km,0.00021996,1.7204e-05,2.5621,0.091562,5.5331e-09,1.0054e-06,1.4865e-05,4.7299e-09,0.0044664
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, East North Central","Transport, combination truck, electricity powered",t*km,0.00022914,1.7922e-05,2.6691,0.095385,5.7641e-09,1.0474e-06,1.5443e-05,4.9273e-09,0.0046529
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Hawaii","Transport, combination truck, electricity powered",t*km,0.00013429,1.1592e-05,3.2931,0.06506,7.088e-09,1.3029e-06,9.2132e-06,1.2234e-09,0.0030833
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Northeast","Transport, combination truck, electricity powered",t*km,0.00012264,8.6229e-06,6.1008,0.066412,1.2888e-08,2.4003e-06,9.0108e-06,2.7271e-10,0.0025544
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Northwest","Transport, combination truck, electricity powered",t*km,9.2483e-05,9.8116e-06,0.43425,0.052546,1.1067e-09,1.8453e-07,5.9498e-06,4.0582e-10,0.0022732
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, South","Transport, combination truck, electricity powered",t*km,0.00014911,1.5706e-05,1.9226,0.062228,4.2792e-09,7.6664e-07,9.3116e-06,6.0832e-10,0.0035655
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Southeast","Transport, combination truck, electricity powered",t*km,0.00011783,8.9254e-06,4.6933,0.065462,1.002e-08,1.8576e-06,7.1269e-06,5.7777e-10,0.0031741
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Southwest","Transport, combination truck, electricity powered",t*km,0.00012215,9.8092e-06,3.2935,0.074394,7.0292e-09,1.3002e-06,8.8556e-06,7.2698e-10,0.0033088
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, West","Transport, combination truck, electricity powered",t*km,9.0141e-05,1.0645e-05,1.6445,0.044265,3.8528e-09,6.8134e-07,6.2491e-06,1.7684e-10,0.0025197
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, West North Central","Transport, combination truck, electricity powered",t*km,0.00018663,1.7749e-05,0.9354,0.07483,2.117e-09,3.6704e-07,1.0175e-05,1.1869e-09,0.0033022
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered - US","Transport, combination truck, gasoline powered",t*km,0.0002208,4.761e-05,0.054109,0.084221,1.363e-10,2.1358e-08,9.0366e-06,1.6962e-10,0.0076829
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Alaska","Transport, combination truck, gasoline powered",t*km,0.00022277,4.7616e-05,0.05391,0.083169,1.3487e-10,2.1281e-08,9.6576e-06,1.6901e-10,0.0078987
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Central","Transport, combination truck, gasoline powered",t*km,0.00022485,4.7864e-05,0.054109,0.084222,1.3641e-10,2.1358e-08,9.1139e-06,1.6962e-10,0.007847
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, East North Central","Transport, combination truck, gasoline powered",t*km,0.0002309,4.8057e-05,0.053801,0.083731,1.352e-10,2.1236e-08,9.1597e-06,1.6866e-10,0.0080451
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Hawaii","Transport, combination truck, gasoline powered",t*km,0.00019789,4.7004e-05,0.055472,0.086433,1.4146e-10,2.19e-08,9.0017e-06,1.7389e-10,0.0069397
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Northeast","Transport, combination truck, gasoline powered",t*km,0.00022998,4.8153e-05,0.054053,0.084134,1.3626e-10,2.1336e-08,9.1392e-06,1.6945e-10,0.0079919
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Northwest","Transport, combination truck, gasoline powered",t*km,0.00022881,4.8039e-05,0.053984,0.084018,1.3549e-10,2.1308e-08,9.0299e-06,1.6924e-10,0.0079086
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, South","Transport, combination truck, gasoline powered",t*km,0.0002117,4.6842e-05,0.053804,0.083735,1.3548e-10,2.1237e-08,8.8472e-06,1.6867e-10,0.0073801
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Southeast","Transport, combination truck, gasoline powered",t*km,0.00021309,4.7437e-05,0.054619,0.085036,1.3766e-10,2.156e-08,9.0294e-06,1.7122e-10,0.0074516
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Southwest","Transport, combination truck, gasoline powered",t*km,0.00023049,4.8219e-05,0.0541,0.084208,1.3628e-10,2.1354e-08,9.0979e-06,1.696e-10,0.0080382
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, West","Transport, combination truck, gasoline powered",t*km,0.00021406,4.7202e-05,0.054123,0.084248,1.3658e-10,2.1362e-08,8.9541e-06,1.6967e-10,0.0073365
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, West North Central","Transport, combination truck, gasoline powered",t*km,0.00023244,4.777e-05,0.053182,0.08273,1.3298e-10,2.0991e-08,9.0336e-06,1.6673e-10,0.0080851
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered - US","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8312e-05,5.2325e-06,0.017501,0.085856,7.8536e-11,6.2733e-09,2.6565e-06,5.8521e-12,0.0025148
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Alaska","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9493e-05,5.3095e-06,0.017386,0.084974,7.6932e-11,6.2327e-09,2.6314e-06,5.8142e-12,0.0025559
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Central","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8485e-05,5.2438e-06,0.017483,0.085692,7.8199e-11,6.2669e-09,2.6503e-06,5.8462e-12,0.0025205
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, East North Central","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.853e-05,5.2487e-06,0.017383,0.085145,7.7545e-11,6.2312e-09,2.6391e-06,5.8128e-12,0.0025241
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Hawaii","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8958e-05,5.2643e-06,0.017965,0.089861,8.655e-11,6.4353e-09,2.8731e-06,6.003e-12,0.0025425
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Northeast","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9071e-05,5.2806e-06,0.017498,0.0858,7.8389e-11,6.2721e-09,2.6593e-06,5.851e-12,0.0025416
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Northwest","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8725e-05,5.2595e-06,0.017456,0.085464,7.7751e-11,6.2574e-09,2.6408e-06,5.8373e-12,0.0025288
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, South","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.6652e-05,5.1292e-06,0.017417,0.085278,7.7584e-11,6.2436e-09,2.617e-06,5.8244e-12,0.0024566
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Southeast","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8005e-05,5.2108e-06,0.017618,0.08681,8.0374e-11,6.3141e-09,2.7022e-06,5.8901e-12,0.0025043
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Southwest","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9477e-05,5.3062e-06,0.017504,0.085757,7.8169e-11,6.2745e-09,2.6569e-06,5.8532e-12,0.0025549
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, West","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9342e-05,5.2956e-06,0.017606,0.086471,7.9365e-11,6.3107e-09,2.6789e-06,5.8869e-12,0.0025506
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, West North Central","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.7183e-05,5.167e-06,0.017205,0.08358,7.4381e-11,6.1689e-09,2.5444e-06,5.7548e-12,0.0024738
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered - US","Transport, combination truck, long-haul, diesel powered",t*km,0.00013876,4.5786e-05,0.059034,0.089722,1.3734e-10,2.3292e-08,6.4528e-06,1.864e-10,0.0048661
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Alaska","Transport, combination truck, long-haul, diesel powered",t*km,0.00014417,4.6e-05,0.058829,0.089411,1.3682e-10,2.321e-08,6.4254e-06,1.8575e-10,0.0050574
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Central","Transport, combination truck, long-haul, diesel powered",t*km,0.0001394,4.5811e-05,0.05901,0.089685,1.3728e-10,2.3282e-08,6.4419e-06,1.8632e-10,0.0048885
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, East North Central","Transport, combination truck, long-haul, diesel powered",t*km,0.00014064,4.5757e-05,0.058797,0.089366,1.3673e-10,2.3198e-08,6.4271e-06,1.8565e-10,0.0049321
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Hawaii","Transport, combination truck, long-haul, diesel powered",t*km,0.00013918,4.649e-05,0.060114,0.091378,1.3997e-10,2.3718e-08,6.9422e-06,1.8981e-10,0.0048798
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Northeast","Transport, combination truck, long-haul, diesel powered",t*km,0.00014105,4.5917e-05,0.059011,0.089686,1.373e-10,2.3282e-08,6.4641e-06,1.8632e-10,0.0049472
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Northwest","Transport, combination truck, long-haul, diesel powered",t*km,0.00014037,4.583e-05,0.058941,0.089579,1.3711e-10,2.3255e-08,6.4239e-06,1.861e-10,0.004923
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, South","Transport, combination truck, long-haul, diesel powered",t*km,0.00013405,4.5371e-05,0.058847,0.089438,1.3686e-10,2.3217e-08,6.3522e-06,1.858e-10,0.0046991
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Southeast","Transport, combination truck, long-haul, diesel powered",t*km,0.0001374,4.5887e-05,0.059333,0.09018,1.3806e-10,2.341e-08,6.5536e-06,1.8734e-10,0.0048174
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Southwest","Transport, combination truck, long-haul, diesel powered",t*km,0.00014239,4.6016e-05,0.059033,0.089718,1.3735e-10,2.3291e-08,6.4638e-06,1.8639e-10,0.004995
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, West","Transport, combination truck, long-haul, diesel powered",t*km,0.00014047,4.5977e-05,0.059166,0.089916,1.3773e-10,2.3344e-08,6.4931e-06,1.8681e-10,0.0049274
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, West North Central","Transport, combination truck, long-haul, diesel powered",t*km,0.0001377,4.5339e-05,0.058426,0.088798,1.358e-10,2.3051e-08,6.2128e-06,1.8448e-10,0.0048283
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered - US","Transport, combination truck, long-haul, electricity powered",t*km,0.00017397,1.5017e-05,4.2661,0.084283,9.1822e-09,1.6879e-06,1.1471e-05,1.5849e-09,0.0039942
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Alaska","Transport, combination truck, long-haul, electricity powered",t*km,0.00021254,1.8346e-05,5.2119,0.10297,1.1218e-08,2.0621e-06,1.3864e-05,1.9363e-09,0.0048797
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Central","Transport, combination truck, long-haul, electricity powered",t*km,0.00028042,2.1933e-05,3.2664,0.11673,7.0541e-09,1.2818e-06,1.875e-05,6.0301e-09,0.0056942
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, East North Central","Transport, combination truck, long-haul, electricity powered",t*km,0.00029404,2.2999e-05,3.4251,0.1224,7.3967e-09,1.3441e-06,1.9629e-05,6.3229e-09,0.0059707
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Hawaii","Transport, combination truck, long-haul, electricity powered",t*km,0.00017634,1.5221e-05,4.3241,0.085429,9.3071e-09,1.7109e-06,1.1845e-05,1.6065e-09,0.0040485
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Northeast","Transport, combination truck, long-haul, electricity powered",t*km,0.00015659,1.101e-05,7.7897,0.084796,1.6455e-08,3.0648e-06,1.1306e-05,3.4821e-10,0.0032616
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Northwest","Transport, combination truck, long-haul, electricity powered",t*km,0.00011781,1.2498e-05,0.55317,0.066935,1.4098e-09,2.3506e-07,7.3831e-06,5.1695e-10,0.0028957
