impactCategory.name,,,,Acidification,Eutrophication,Freshwater ecotoxicity,Global warming,Human health - cancer,Human health - non-cancer,Human health - particulate matter,Ozone depletion,Smog formation
impactCategory.refUnit,,,,kg SO2 eq,kg N eq,CTUeco,kg CO2 eq,CTUcancer,CTUnoncancer,PM 2.5 eq,kg CFC-11 eq,kg O3 eq
category,process,flow,unit,,,,,,,,,
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Phenol formaldehyde, at plant - RNA","Phenol formaldehyde, at plant",kg,0.0057449,0.0015851,36.467,3.3037,9.6142e-08,1.438e-05,0.0002161,1.8865e-08,0.19161
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Phenol resorcinol formaldehyde hardener, at plant - RNA","Phenol resorcinol formaldehyde hardener, at plant",kg,0.01085,0.00037628,0.067733,1.8694,3.6336e-10,4.2651e-08,0.00038961,0.0,0.22167
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Phenol resorcinol formaldehyde resin, at plant - RNA","Phenol resorcinol formaldehyde resin, at plant",kg,1.5702,0.10064,36.097,4.118,8.9242e-10,3.345e-05,0.016624,0.0,55.291
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Phenol resorcinol formaldehyde resin, neat, 60% solids - RNA","Phenol resorcinol formaldehyde resin, neat, 60% solids",kg,0.0010992,0.0049394,3.4913,0.41507,7.2727e-09,1.2861e-06,6.4814e-05,6.3847e-09,0.032517
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyacrylonitrile, PAN: at plant - US","Polyacrylonitrile, PAN",kg,0.022318,0.001857,44.311,8.2082,9.7243e-08,1.7666e-05,0.00077409,3.8211e-08,4.2681
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polybutadiene, butadiene rubber; at plant - RNA","Polybutadiene, butadiene rubber, BR, at plant",kg,0.0047905,0.0010453,8.5989,2.7689,2.0252e-08,3.3714e-06,0.00015552,6.6119e-09,0.18448
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyethylene terephthalate, PET, virgin resin, at plant - US","Polyethylene terephthalate, PET, virgin resin, at plant, kg",kg,0.003315,0.0012911,19.701,2.1589,4.2523e-08,7.7746e-06,0.00019996,4.533e-07,0.10105
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyethylene, high density, HDPE, virgin resin, at plant - RNA","Polyethylene, high density, HDPE, virgin resin, at plant",kg,0.0038818,0.00045102,9.3412,2.0817,1.989e-08,3.6496e-06,0.00013843,4.2916e-09,0.11775
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyethylene, linear low-density, LLDPE, virgin resin, at plant - RNA","Polyethylene, linear low-density, LLDPE, virgin resin, at plant",kg,0.0037471,0.00044082,5.572,1.9744,1.1778e-08,2.1584e-06,0.00013276,2.9016e-09,0.11544
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyethylene, low-density, LDPE, virgin resin, at plant - RNA","Polyethylene, low-density, LDPE, virgin resin, at plant",kg,0.0044868,0.00050417,18.172,2.3741,3.8892e-08,7.1424e-06,0.00017191,7.5825e-09,0.13836
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polylactide, PLA, biopolymer resin, at plant - RNA","Polylactide, PLA, biopolymer resin, at plant",kg,0.0068269,0.0010246,14.119,-0.28036,2.3709e-08,4.3395e-06,0.00013743,4.1057e-09,0.18568
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyol ether, for flexible foam polyurethane production, at plant - RNA","Polyol ether, for flexible foam polyurethane production, at plant",kg,0.0078714,0.00086642,28.791,3.7538,3.7781e-06,0.00044807,0.00026914,5.2851e-08,2.6568
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyol ether, for rigid foam polyurethane production, at plant - RNA","Polyol ether, for rigid foam polyurethane production, at plant",kg,0.0087394,0.001674,1.6423,2.9089,3.8107e-10,9.5793e-08,0.00039841,5.5419e-09,0.18864
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polypropylene, PP, virgin resin, at plant - RNA","Polypropylene, PP, virgin resin, at plant",kg,0.0038542,0.00053545,6.0039,2.0533,1.2854e-08,2.3291e-06,0.00013905,3.436e-09,3.7636
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polystyrene, expanded, EPS, virgin resin; batch suspension polymerization; industry average, at plant - RNA","Polystyrene, exapnded, EPS, virgin resin; batch suspension polymerization; industry average, at plant",kg,0.0052605,0.0015467,12.333,3.1587,2.6672e-08,4.849e-06,0.0001778,9.8016e-09,0.16321
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polystyrene, general purpose, GPPS, resin; at plant - RNA","Polystyrene, general purpose, GPPS, at plant",kg,0.005199,0.001594,10.983,3.1002,2.3733e-08,4.3138e-06,0.00017836,5.9569e-08,0.15294
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polystyrene, high impact, HIPS, resin; at plant - RNA","Polystyrene, high impact, HIPS, resin, at plant",kg,0.0052587,0.0015852,11.718,3.1604,2.5053e-08,4.5363e-06,0.00019047,5.973e-08,0.1587
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Polyvinyl chloride resin, suspension grade PVC; at plant - US","Polyvinyl chloride resin, suspension grade PVC; at plant",kg,0.0041394,0.00088886,13.529,2.1417,2.9149e-08,5.2783e-06,0.00018574,3.0273e-07,0.11593
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Pultruded product, at plant - RNA","Pultruded product, at plant",kg,0.0044878,0.00053465,44.89,2.1805,9.7647e-08,1.7749e-05,0.00019092,2.3174e-08,0.11556
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Soy-based polyol, at plant - RNA","Soy-based polyol, at plant",kg,0.0046104,0.001245,13.9,1.0561,2.6283e-08,4.824e-06,0.00019193,6.172e-09,0.06823
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Soy-based resin, at plant - RNA","Soy-based resin, at plant",kg,0.028318,0.0060918,10.896,4.7032,1.4478e-08,2.8349e-06,0.0013054,2.6293e-09,0.32909
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Styrene-butadiene-styrene (SBS) block copolymer; average consumption mix; at plant - RNA,Styrene-butadiene-styrene (SBS) block copolymer; at plant,kg,0.01004,0.03647928,34.932880000000004,6.1480999999999995,5.84673e-08,1.062213e-05,0.0005657500000000001,3.0397500000000005e-08,0.293312
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Toluene diisocyanate, TDI; at plant; mass alloc - RNA","Toluene diisocyanate, TDI; at plant",kg,0.0039638,0.00085127,8.3545,1.8233,1.7889e-08,3.2454e-06,0.00015524,7.6744e-07,0.086601
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Toluene diisocyanate, TDI; at plant; mass and elemental alloc - RNA","Toluene diisocyanate, TDI; at plant",kg,0.0061137,0.0014843,9.801,2.7507,2.0887e-08,3.7812e-06,0.00024407,7.7024e-07,0.12711
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Unsaturated polyester, UPR, resin, at plant - US","Unsaturated polyester, UPR, resin, at plant",kg,0.0031487,0.00085046,9.0976,1.9326,1.9636e-08,3.5778e-06,0.00011624,3.3887e-08,0.09561
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing","Urea formaldehyde, UF, resin, neat, 65% solids - RNA","Urea formaldehyde, UF, resin, neat, 65% solids",kg,0.0010867,0.00022158,2.8101,0.36888,6.0772e-09,1.097e-06,0.00010424,1.0849e-09,0.031275
"31-33: Manufacturing/3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Vinyl ester resin; at plant - US,Vinyl ester resin; at plant,kg,0.0076018,0.0011299,29.998,4.3599,6.4657e-08,1.184e-05,0.000231,1.4428e-08,0.21149
"31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing","Ammonia, steam reforming, liquid, at plant - RNA","Ammonia, steam reforming, liquid, at plant",kg,0.0032285,0.00026276,3.6502,0.66722,7.7898e-09,1.4333e-06,9.9757e-05,1.3501e-09,0.040176
"31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing","Nitrogen fertilizer, production mix, at plant - RNA","Nitrogen fertilizer, production mix, at plant",kg,0.0030792,0.00020714,1.8456,1.8022,3.8574e-09,7.1779e-07,8.4002e-05,1.1045e-09,0.065775
"31-33: Manufacturing/3253: Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing","Phosphorous fertilizer, production mix, at plant - RNA","Phosphorous fertilizer, production mix, at plant",kg,0.015588,0.15953,5.6691,0.33934,2.01e-08,2.528e-06,0.00093741,1.5621e-09,0.018026
"31-33: Manufacturing/3256: Soap, Cleaning Compound, and Toilet Preparation Manufacturing","Glycerine, at plant - RNA","Glycerine, at plant",kg,0.012488,0.0022394,8.2621,4.8081,6.1809e-07,3.3708e-06,0.00032045,4.1185e-07,0.32032
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,Recycled postconsumer high-density polyethylene (HDPE) flake; at plant - RNA,"Recycled postconsumer high-density polyethylene, HDPE, flake",kg,0.00065014,0.00017541,5.0023,0.41595,1.0793e-08,1.9789e-06,3.0157e-05,2.3035e-09,0.020308
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,Recycled postconsumer high-density polyethylene (HDPE) pellet; at plant - RNA,"Recycled postconsumer high-density polyethylene, HDPE, pellet",kg,0.00096958,0.00020299,12.836,0.5707,2.7653e-08,5.0781e-06,5.0282e-05,5.2136e-09,0.027642
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,Recycled postconsumer polyethylene teraphthalate (PET) flake; at plant - RNA,"Recycled postconsumer polyethylene teraphthalate, PET, flake",kg,0.00098726,0.00032872,8.7393,0.62731,1.8832e-08,3.4561e-06,4.2787e-05,3.8738e-09,0.029467
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,Recycled postconsumer polyethylene teraphthalate (PET) pellet; at plant - RNA,"Recycled postconsumer polyethylene teraphthalate, PET, pellet",kg,0.0015633,0.00037603,20.156,0.93618,4.3402e-08,7.9726e-06,7.4072e-05,8.1172e-09,0.043684
31-33: Manufacturing/3259: Other Chemical Product and Preparation Manufacturing,Recycled postconsumer polypropylene (PP) pellet; at plant - RNA,"Recycled postconsumer polypropylene, PP, pellet",kg,0.0010289,0.00017964,13.105,0.60944,2.8232e-08,5.1846e-06,5.1881e-05,5.2858e-09,0.029451
31-33: Manufacturing/3261: Plastics Product Manufacturing,Biodegradable loose fill - RNA,Biodegradable loose fill,m3,0.060966,0.012721,85.927,61.026,1.8721e-07,3.3979e-05,0.0033262,7.3947e-08,1.7794
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Compression molding, rigid composites part, at plant - US","Compression molding, rigid composites part, at plant",kg,0.010283,0.0042252,52.031,7.715,1.1364e-07,2.058e-05,0.00036736,3.7237e-08,0.34166
31-33: Manufacturing/3261: Plastics Product Manufacturing,"EPS insulation board, at plant - RNA","EPS insulation board, at plant",kg,0.007387,0.0018645,27.074,4.2622,5.8442e-08,1.0674e-05,0.00026352,1.6092e-08,0.27147
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Injection molding, rigid LLDPE part, at plant - RNA","Injection molding, rigid LLDPE part, at plant",kg,0.0061898,0.00070807,49.364,3.1508,1.062e-07,1.9494e-05,0.00030186,2.3795e-08,0.17339
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Injection molding, rigid polypropylene part, at plant - RNA","Injection molding, rigid polypropylene part, at plant",kg,0.0063006,0.00080592,49.81,3.2324,1.0732e-07,1.9671e-05,0.00030837,2.4347e-08,3.9456
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Open mold casting, rigid composites part, at plant - RNA","Open mold casting, rigid composites part, at plant",kg,0.0015603,0.00030346,15.613,0.93008,3.7267e-08,6.1722e-06,7.0265e-05,1.9186e-08,0.05647
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Open molding, rigid composites part, at plant - RNA","Open molding, rigid composites part, at plant",kg,0.0038102,0.0026451,33.416,2.0693,7.723e-08,1.323e-05,0.00018026,2.9749e-08,0.21357
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Secondary bonding application, rigid composites part, at plant - US","Secondary bonding application, rigid composites part, at plant",kg,0.0036243,0.00096894,11.765,2.2415,2.5392e-08,4.6315e-06,0.00013664,3.7224e-08,0.22174
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Single-ply, white, polyester reinforced PVC roofing membrane, 40 mils - 1.016 mm","Single-ply, white, polyester reinforced PVC roofing membrane, 40 mils - 1.016 mm",m2,0.022729,0.061177,4.2764,4.5133,1.9875e-08,5.9225e-07,0.0080167,5.4316e-07,0.25446
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Single-ply, white, polyester reinforced PVC roofing membrane, 48 mils - 1.219 mm","Single-ply, white, polyester reinforced PVC roofing membrane, 48 mils - 1.219 mm",m2,0.028161,0.076353,5.3464,5.6182,2.4366e-08,7.3874e-07,0.0098676,6.9456e-07,0.31502
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Single-ply, white, polyester reinforced PVC roofing membrane, 60 mils - 1.524 mm","Single-ply, white, polyester reinforced PVC roofing membrane, 60 mils - 1.524 mm",m2,0.03474,0.099535,6.6002,6.8688,3.1166e-08,9.6536e-07,0.012222,8.7088e-07,0.39145
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Single-ply, white, polyester reinforced PVC roofing membrane, 80 mils - 2.032 mm","Single-ply, white, polyester reinforced PVC roofing membrane, 80 mils - 2.032 mm",m2,0.043225,0.10964,8.6212,8.9338,3.4912e-08,1.0446e-06,0.014901,1.1963e-06,0.48093
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Thermoforming, rigid polypropylene part, at plant - RNA","Thermoforming, rigid polypropylene part, at plant",kg,0.0079923,0.00099369,77.017,4.0723,1.6587e-07,3.0429e-05,0.00039752,3.4692e-08,4.4471
31-33: Manufacturing/3261: Plastics Product Manufacturing,"Vacuum infusion, rigid composites part, at plant - US","Vacuum infusion, rigid composites part, at plant",kg,0.0025046,0.00064383,12.047,1.5144,2.8745e-08,4.7542e-06,9.5976e-05,1.9428e-08,0.094648
31-33: Manufacturing/3272: Glass and Glass Product Manufacturing,"Glass fiber, reinforced polymer; at plant - US","Glass fiber, reinforced polymer",kg,0.0074028,0.0006897,62.511,4.2986,1.3462e-07,2.4712e-05,0.00023998,2.4561e-08,0.19763
31-33: Manufacturing/3272: Glass and Glass Product Manufacturing,Glass fiber; at plant - US,"Glass fiber, reinforced polymer",kg,0.0019934,0.00014885,24.574,1.2096,5.2865e-08,9.7173e-06,8.0933e-05,9.1394e-09,0.054694
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,Cement mortar for ductile iron pipe - GLO,Cement mortar for ductile iron pipe,kg,0.0029546,7.9913e-05,1.7977,0.66441,5.7793e-09,7.6764e-07,0.00015548,3.2108e-09,0.041164
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 12"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 12""",ft,0.03176,0.0015791,31.416,7.4628,8.3929e-08,1.2901e-05,0.0014495,3.5348e-08,0.55757
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 36"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 36""",ft,0.15398,0.0076555,152.31,36.18,4.069e-07,6.2546e-05,0.0070273,1.7137e-07,2.7032
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 50"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 50""",ft,0.29884,0.014858,295.6,70.219,7.8971e-07,0.00012139,0.013639,3.326e-07,5.2463
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 54"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 54""",ft,0.34735,0.01727,343.59,81.618,9.1791e-07,0.0001411,0.015853,3.8659e-07,6.098
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 6"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 6""",ft,0.0080406,0.00039976,7.9534,1.8893,2.1248e-08,3.2661e-06,0.00036696,8.9489e-09,0.14116
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 60"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 60""",ft,0.42776,0.021267,423.12,100.51,1.1304e-06,0.00017376,0.019522,4.7608e-07,7.5096
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 72"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 72""",ft,0.61591,0.030622,609.23,144.72,1.6276e-06,0.00025018,0.028109,6.8548e-07,10.813
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 78"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 78""",ft,0.72244,0.035919,714.61,169.75,1.9091e-06,0.00029346,0.032972,8.0406e-07,12.683
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 8"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 8""",ft,0.012463,0.00061963,12.328,2.9284,3.2934e-08,5.0624e-06,0.00056879,1.3871e-08,0.21879
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Concrete Pipe, 84"" inch diameter; at plant; per linear foot - US","Concrete Pipe, 84""",ft,0.83823,0.041675,829.14,196.96,2.2151e-06,0.00034049,0.038256,9.3292e-07,14.716
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,Concrete pipe production; at plant - US,Concrete pipe production; at plant,lb av,0.00040203,1.9988e-05,0.39767,0.094465,1.0624e-09,1.633e-07,1.8348e-05,4.4744e-10,0.0070579
31-33: Manufacturing/3273: Cement and Concrete Product Manufacturing,"Portland cement, at plant - RNA","Portland cement, at plant",kg,0.0059045,0.00015904,3.5316,1.3264,1.1421e-08,1.51e-06,0.00031076,6.3959e-09,0.082208
31-33: Manufacturing/3274: Lime and Gypsum Product Manufacturing,"Calcium carbonate, ground, 20 micron, at plant - US","Calcium carbonate, ground, 20 micron, at plant",kg,0.00016396,2.2592e-05,1.0833,0.04338,2.3349e-09,4.2858e-07,6.4907e-06,4.5324e-10,0.0051951
31-33: Manufacturing/3274: Lime and Gypsum Product Manufacturing,"Calcium carbonate, ground, 30 micron, at plant - US","Calcium carbonate, ground, 30 micron, at plant",kg,0.00010475,1.2824e-05,0.72359,0.027622,1.5594e-09,2.8627e-07,3.6266e-06,2.9411e-10,0.0032694
31-33: Manufacturing/3274: Lime and Gypsum Product Manufacturing,"Calcium carbonate, ground, fine slurry, 3 micron, at plant - US","Calcium carbonate, ground, fine slurry, 3 micron, at plant",kg,0.00037937,4.1331e-05,5.7544,0.13794,1.2568e-08,2.2767e-06,1.9343e-05,2.3133e-09,0.010373
31-33: Manufacturing/3274: Lime and Gypsum Product Manufacturing,"Calcium carbonate, ground, fine treated, 3 micron, at plant - US","Calcium carbonate, ground, fine treated, 3 micron, at plant",kg,0.00061203,7.853e-05,8.1779,0.24062,2.5848e-08,3.2367e-06,2.7539e-05,8.6813e-09,0.016234
