impactCategory.name,,,,Acidification,Eutrophication,Freshwater ecotoxicity,Global warming,Human health - cancer,Human health - non-cancer,Human health - particulate matter,Ozone depletion,Smog formation
impactCategory.refUnit,,,,kg SO2 eq,kg N eq,CTUeco,kg CO2 eq,CTUcancer,CTUnoncancer,PM 2.5 eq,kg CFC-11 eq,kg O3 eq
category,process,flow,unit,,,,,,,,,
48-49: Transportation and Warehousing/4821: Rail Transportation,"Transport, train, diesel powered - US","Transport, train, diesel powered",t*km,6.1006e-05,1.3253e-05,0.016033,0.019183,3.5327e-11,6.2514e-09,2.332e-06,4.7387e-11,0.0022145
"48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation","Transport, ocean freighter, average fuel mix - GLO","Transport, ocean freighter, average fuel mix",t*km,0.00014173,1.2664e-05,0.013044,0.0079727,2.8743e-11,5.0863e-09,9.777e-06,3.8555e-11,0.0028539
"48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation","Transport, ocean freighter, diesel powered - GLO","Transport, ocean freighter, diesel powered",t*km,6.4221e-05,1.1206e-05,0.012185,0.0066071,2.6848e-11,4.7511e-09,7.8883e-06,3.6014e-11,0.0023146
"48-49: Transportation and Warehousing/4831: Deep Sea, Coastal, and Great Lakes Water Transportation","Transport, ocean freighter, residual fuel oil powered - GLO","Transport, ocean freighter, residual fuel oil powered",t*km,0.00016111,1.3029e-05,0.013259,0.0083141,2.9216e-11,5.1701e-09,1.0249e-05,3.919e-11,0.0029887
48-49: Transportation and Warehousing/4832: Inland Water Transportation,"Transport, barge, average fuel mix - US","Transport, barge, average fuel mix",t*km,8.9553e-05,1.8984e-05,0.023728,0.018543,5.2283e-11,9.252e-09,4.7026e-06,7.0132e-11,0.0029049
48-49: Transportation and Warehousing/4832: Inland Water Transportation,"Transport, barge, diesel powered - US","Transport, barge, diesel powered",t*km,7.9036e-05,1.8907e-05,0.023728,0.018102,5.2284e-11,9.2521e-09,4.6352e-06,7.0133e-11,0.0028617
48-49: Transportation and Warehousing/4832: Inland Water Transportation,"Transport, barge, residual fuel oil powered - US","Transport, barge, residual fuel oil powered",t*km,0.00012684,1.9255e-05,0.023727,0.020106,5.2282e-11,9.2518e-09,4.9415e-06,7.013e-11,0.0030577
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, average fuel mix - RNA","Transport, combination truck, average fuel mix",t*km,0.00013699,4.5712e-05,0.063913,0.089799,1.445e-10,2.4936e-08,6.4656e-06,1.8711e-10,0.0047815
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered - US","Transport, combination truck, compressed natural gas powered",t*km,9.6241e-05,5.6978e-06,0.018949,0.091033,9.0009e-11,6.7421e-09,3.0306e-06,5.9233e-12,0.0027336
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Alaska","Transport, combination truck, compressed natural gas powered",t*km,9.756e-05,5.7841e-06,0.018808,0.089934,8.7926e-11,6.6928e-09,2.9963e-06,5.88e-12,0.0027813
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Central","Transport, combination truck, compressed natural gas powered",t*km,9.6436e-05,5.7106e-06,0.018927,0.090831,8.9591e-11,6.7342e-09,3.0226e-06,5.9164e-12,0.0027407
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, East North Central","Transport, combination truck, compressed natural gas powered",t*km,9.6711e-05,5.73e-06,0.018827,0.090267,8.8824e-11,6.699e-09,3.0113e-06,5.8854e-12,0.0027505
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Hawaii","Transport, combination truck, compressed natural gas powered",t*km,9.8277e-05,5.8129e-06,0.019627,0.096611,1.0111e-10,6.9777e-09,3.3157e-06,6.13e-12,0.0028002
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Northeast","Transport, combination truck, compressed natural gas powered",t*km,9.7058e-05,5.7498e-06,0.018934,0.090889,8.9705e-11,6.7366e-09,3.0311e-06,5.9184e-12,0.0027627
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Northwest","Transport, combination truck, compressed natural gas powered",t*km,9.659e-05,5.7213e-06,0.018882,0.090466,8.8877e-11,6.7184e-09,3.0072e-06,5.9025e-12,0.0027465
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, South","Transport, combination truck, compressed natural gas powered",t*km,9.4226e-05,5.5725e-06,0.018842,0.090268,8.8655e-11,6.7044e-09,2.9797e-06,5.8902e-12,0.0026627
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Southeast","Transport, combination truck, compressed natural gas powered",t*km,9.6299e-05,5.6977e-06,0.019136,0.092512,9.2877e-11,6.8072e-09,3.0991e-06,5.9804e-12,0.0027343
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, Southwest","Transport, combination truck, compressed natural gas powered",t*km,9.7411e-05,5.7722e-06,0.018931,0.090782,8.9373e-11,6.736e-09,3.0259e-06,5.9179e-12,0.0027755
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, West","Transport, combination truck, compressed natural gas powered",t*km,9.7063e-05,5.7483e-06,0.019024,0.09146,9.0588e-11,6.7684e-09,3.048e-06,5.9464e-12,0.0027626
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, compressed natural gas powered, West North Central","Transport, combination truck, compressed natural gas powered",t*km,9.4325e-05,5.5848e-06,0.018543,0.087886,8.4047e-11,6.6e-09,2.8736e-06,5.7986e-12,0.0026685
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered - US","Transport, combination truck, diesel powered",t*km,0.00013699,4.5712e-05,0.063913,0.089799,1.445e-10,2.4936e-08,6.4656e-06,1.8711e-10,0.0047815
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Alaska","Transport, combination truck, diesel powered",t*km,0.00014236,4.5927e-05,0.063698,0.089496,1.4405e-10,2.4852e-08,6.4448e-06,1.8648e-10,0.0049727
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Central","Transport, combination truck, diesel powered",t*km,0.00013775,4.575e-05,0.063897,0.089775,1.4448e-10,2.493e-08,6.4612e-06,1.8706e-10,0.0048086
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, East North Central","Transport, combination truck, diesel powered",t*km,0.0001386,4.5654e-05,0.063636,0.089414,1.4386e-10,2.4828e-08,6.4244e-06,1.863e-10,0.0048387
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Hawaii","Transport, combination truck, diesel powered",t*km,0.00013734,4.6437e-05,0.065125,0.091517,1.473e-10,2.5409e-08,6.8977e-06,1.9066e-10,0.0047917
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Northeast","Transport, combination truck, diesel powered",t*km,0.00013916,4.5828e-05,0.063876,0.089746,1.4445e-10,2.4922e-08,6.4742e-06,1.87e-10,0.0048589
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Northwest","Transport, combination truck, diesel powered",t*km,0.00013857,4.575e-05,0.063806,0.089646,1.4427e-10,2.4895e-08,6.44e-06,1.868e-10,0.004838
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, South","Transport, combination truck, diesel powered",t*km,0.00013219,4.5273e-05,0.06368,0.08947,1.4391e-10,2.4845e-08,6.3564e-06,1.8643e-10,0.0046114
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Southeast","Transport, combination truck, diesel powered",t*km,0.00013605,4.5877e-05,0.0643,0.090345,1.4539e-10,2.5087e-08,6.5767e-06,1.8824e-10,0.0047476
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, Southwest","Transport, combination truck, diesel powered",t*km,0.00014064,4.5943e-05,0.063914,0.089796,1.4451e-10,2.4936e-08,6.4848e-06,1.8711e-10,0.004911
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, West","Transport, combination truck, diesel powered",t*km,0.00013837,4.5856e-05,0.06401,0.08993,1.4477e-10,2.4974e-08,6.4968e-06,1.874e-10,0.004831
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, diesel powered, West North Central","Transport, combination truck, diesel powered",t*km,0.00013551,4.5193e-05,0.063179,0.088763,1.4276e-10,2.465e-08,6.2166e-06,1.8496e-10,0.0047299
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered - US","Transport, combination truck, electricity powered",t*km,0.00017669,9.3589e-06,3.5248,0.081321,7.4174e-09,1.3788e-06,1.5229e-05,1.2179e-09,0.0037522
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Alaska","Transport, combination truck, electricity powered",t*km,0.00021697,1.1492e-05,4.3283,0.099857,9.1081e-09,1.6931e-06,1.8537e-05,1.4955e-09,0.0046075
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Central","Transport, combination truck, electricity powered",t*km,0.00027202,1.2434e-05,2.5702,0.10705,5.3801e-09,1.0036e-06,2.2895e-05,2.2111e-09,0.0050639
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, East North Central","Transport, combination truck, electricity powered",t*km,0.00028338,1.2953e-05,2.6775,0.11152,5.6047e-09,1.0455e-06,2.3808e-05,2.3034e-09,0.0052753
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Hawaii","Transport, combination truck, electricity powered",t*km,0.00017432,9.233e-06,3.4774,0.080228,7.3177e-09,1.3603e-06,1.5226e-05,1.2015e-09,0.0037017
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Northeast","Transport, combination truck, electricity powered",t*km,0.0001667,8.0868e-06,6.4379,0.080689,1.3518e-08,2.5238e-06,1.7352e-05,1.0804e-09,0.0028232
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Northwest","Transport, combination truck, electricity powered",t*km,0.00011258,6.512e-06,0.42037,0.062617,9.3081e-10,1.6319e-07,9.0302e-06,1.0504e-09,0.0027184
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, South","Transport, combination truck, electricity powered",t*km,0.0002538,1.3247e-05,1.9619,0.089197,4.078e-09,7.605e-07,1.8683e-05,1.0538e-09,0.0058188
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Southeast","Transport, combination truck, electricity powered",t*km,0.00014882,8.6417e-06,4.4967,0.079999,9.4244e-09,1.7594e-06,1.487e-05,9.2961e-10,0.0033893
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, Southwest","Transport, combination truck, electricity powered",t*km,0.00014493,8.8936e-06,3.621,0.084357,7.6051e-09,1.4178e-06,1.1211e-05,1.3031e-09,0.0039367
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, West","Transport, combination truck, electricity powered",t*km,0.00011243,7.9837e-06,1.5667,0.05873,3.5998e-09,6.1135e-07,6.4216e-06,4.2122e-10,0.0041843
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, electricity powered, West North Central","Transport, combination truck, electricity powered",t*km,0.00024118,1.1004e-05,1.2991,0.10345,2.7108e-09,5.0508e-07,1.9621e-05,2.2204e-09,0.0039798
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered - US","Transport, combination truck, gasoline powered",t*km,0.00022146,4.772e-05,0.058629,0.08432,1.4326e-10,2.2885e-08,9.1466e-06,1.7045e-10,0.0076926
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Alaska","Transport, combination truck, gasoline powered",t*km,0.00022343,4.7727e-05,0.058414,0.083268,1.418e-10,2.2803e-08,9.7673e-06,1.6983e-10,0.0079084
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Central","Transport, combination truck, gasoline powered",t*km,0.00022551,4.7975e-05,0.058629,0.084321,1.4336e-10,2.2885e-08,9.224e-06,1.7045e-10,0.0078567
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, East North Central","Transport, combination truck, gasoline powered",t*km,0.00023155,4.8167e-05,0.058296,0.08383,1.4211e-10,2.2755e-08,9.2692e-06,1.6948e-10,0.0080547
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Hawaii","Transport, combination truck, gasoline powered",t*km,0.00019856,4.7118e-05,0.060107,0.086535,1.4859e-10,2.3466e-08,9.1145e-06,1.7473e-10,0.0069497
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Northeast","Transport, combination truck, gasoline powered",t*km,0.00023063,4.8264e-05,0.058569,0.084233,1.4321e-10,2.2861e-08,9.2492e-06,1.7028e-10,0.0080016
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Northwest","Transport, combination truck, gasoline powered",t*km,0.00022947,4.8149e-05,0.058495,0.084117,1.4243e-10,2.2832e-08,9.1397e-06,1.7006e-10,0.0079182
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, South","Transport, combination truck, gasoline powered",t*km,0.00021235,4.6952e-05,0.058299,0.083834,1.424e-10,2.2755e-08,8.9566e-06,1.6949e-10,0.0073898
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Southeast","Transport, combination truck, gasoline powered",t*km,0.00021375,4.7549e-05,0.059182,0.085136,1.4469e-10,2.3101e-08,9.1405e-06,1.7206e-10,0.0074614
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, Southwest","Transport, combination truck, gasoline powered",t*km,0.00023114,4.8329e-05,0.05862,0.084308,1.4324e-10,2.2881e-08,9.208e-06,1.7042e-10,0.0080479
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, West","Transport, combination truck, gasoline powered",t*km,0.00021472,4.7312e-05,0.058645,0.084347,1.4354e-10,2.289e-08,9.0641e-06,1.705e-10,0.0073462
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, gasoline powered, West North Central","Transport, combination truck, gasoline powered",t*km,0.00023309,4.7879e-05,0.057625,0.082828,1.3982e-10,2.2492e-08,9.1418e-06,1.6754e-10,0.0080946
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered - US","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8757e-05,5.2361e-06,0.018379,0.085977,7.9621e-11,6.5443e-09,2.6902e-06,5.7498e-12,0.0025254
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Alaska","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9935e-05,5.3131e-06,0.018258,0.085094,7.8009e-11,6.5019e-09,2.6649e-06,5.7126e-12,0.0025665
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Central","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8931e-05,5.2474e-06,0.01836,0.085813,7.9282e-11,6.5376e-09,2.684e-06,5.7439e-12,0.0025311
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, East North Central","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8973e-05,5.2523e-06,0.018255,0.085265,7.8622e-11,6.5003e-09,2.6726e-06,5.7112e-12,0.0025346
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Hawaii","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9415e-05,5.268e-06,0.018865,0.089985,8.7662e-11,6.7132e-09,2.9077e-06,5.898e-12,0.0025534
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Northeast","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9516e-05,5.2842e-06,0.018375,0.085921,7.9474e-11,6.543e-09,2.693e-06,5.7487e-12,0.0025522
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Northwest","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9169e-05,5.2631e-06,0.018331,0.085584,7.8832e-11,6.5277e-09,2.6744e-06,5.7353e-12,0.0025394
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, South","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.7096e-05,5.1328e-06,0.018291,0.085398,7.8663e-11,6.5133e-09,2.6506e-06,5.7226e-12,0.0024671
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Southeast","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.8453e-05,5.2144e-06,0.018501,0.086932,8.1465e-11,6.5868e-09,2.7361e-06,5.7871e-12,0.002515
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, Southwest","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.9923e-05,5.3098e-06,0.018382,0.085877,7.9253e-11,6.5455e-09,2.6906e-06,5.7509e-12,0.0025655
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, West","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.979e-05,5.2992e-06,0.018489,0.086593,8.0456e-11,6.5832e-09,2.7129e-06,5.784e-12,0.0025613
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, compressed natural gas powered, West North Central","Transport, combination truck, long-haul, compressed natural gas powered",t*km,8.7621e-05,5.1705e-06,0.018068,0.083699,7.5447e-11,6.4354e-09,2.5776e-06,5.6542e-12,0.0024842
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered - US","Transport, combination truck, long-haul, diesel powered",t*km,0.00013948,4.5908e-05,0.063981,0.089829,1.4496e-10,2.4963e-08,6.573e-06,1.8731e-10,0.0048766
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Alaska","Transport, combination truck, long-haul, diesel powered",t*km,0.00014488,4.6121e-05,0.063759,0.089518,1.4441e-10,2.4876e-08,6.5452e-06,1.8666e-10,0.005068
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Central","Transport, combination truck, long-haul, diesel powered",t*km,0.00014011,4.5933e-05,0.063954,0.089792,1.4489e-10,2.4953e-08,6.5621e-06,1.8723e-10,0.0048991
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, East North Central","Transport, combination truck, long-haul, diesel powered",t*km,0.00014135,4.5878e-05,0.063724,0.089473,1.4432e-10,2.4863e-08,6.5468e-06,1.8656e-10,0.0049427
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Hawaii","Transport, combination truck, long-haul, diesel powered",t*km,0.00013991,4.6614e-05,0.065152,0.091487,1.4773e-10,2.5421e-08,7.0646e-06,1.9073e-10,0.0048905
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Northeast","Transport, combination truck, long-haul, diesel powered",t*km,0.00014176,4.6038e-05,0.063956,0.089793,1.4492e-10,2.4954e-08,6.5843e-06,1.8723e-10,0.0049578
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Northwest","Transport, combination truck, long-haul, diesel powered",t*km,0.00014108,4.5951e-05,0.06388,0.089686,1.4472e-10,2.4924e-08,6.5439e-06,1.8701e-10,0.0049336
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, South","Transport, combination truck, long-haul, diesel powered",t*km,0.00013477,4.5493e-05,0.063778,0.089545,1.4446e-10,2.4884e-08,6.472e-06,1.8671e-10,0.0047096
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Southeast","Transport, combination truck, long-haul, diesel powered",t*km,0.00013811,4.601e-05,0.064305,0.090287,1.4572e-10,2.509e-08,6.6744e-06,1.8826e-10,0.004828
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, Southwest","Transport, combination truck, long-haul, diesel powered",t*km,0.00014311,4.6138e-05,0.06398,0.089825,1.4497e-10,2.4963e-08,6.584e-06,1.8731e-10,0.0050055
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, West","Transport, combination truck, long-haul, diesel powered",t*km,0.00014118,4.6099e-05,0.064124,0.090024,1.4537e-10,2.5019e-08,6.6136e-06,1.8772e-10,0.004938
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, diesel powered, West North Central","Transport, combination truck, long-haul, diesel powered",t*km,0.00013841,4.5459e-05,0.063322,0.088904,1.4334e-10,2.4706e-08,6.3318e-06,1.8538e-10,0.0048388
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered - US","Transport, combination truck, long-haul, electricity powered",t*km,0.00022582,1.1961e-05,4.5048,0.10393,9.4797e-09,1.7622e-06,1.9261e-05,1.5565e-09,0.0047954
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Alaska","Transport, combination truck, long-haul, electricity powered",t*km,0.00027588,1.4613e-05,5.5036,0.12697,1.1581e-08,2.1528e-06,2.338e-05,1.9016e-09,0.0058586
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Central","Transport, combination truck, long-haul, electricity powered",t*km,0.0003468,1.5852e-05,3.2767,0.13648,6.8591e-09,1.2794e-06,2.8987e-05,2.8188e-09,0.0064559
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, East North Central","Transport, combination truck, long-haul, electricity powered",t*km,0.00036364,1.6622e-05,3.4358,0.14311,7.1922e-09,1.3416e-06,3.0363e-05,2.9558e-09,0.0067694
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Hawaii","Transport, combination truck, long-haul, electricity powered",t*km,0.00022889,1.2124e-05,4.5661,0.10534,9.6086e-09,1.7861e-06,1.974e-05,1.5777e-09,0.0048607
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Northeast","Transport, combination truck, long-haul, electricity powered",t*km,0.00021285,1.0325e-05,8.2201,0.10303,1.7261e-08,3.2224e-06,2.1956e-05,1.3795e-09,0.0036048
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Northwest","Transport, combination truck, long-haul, electricity powered",t*km,0.00014341,8.2953e-06,0.53549,0.079764,1.1857e-09,2.0788e-07,1.1307e-05,1.338e-09,0.0034629
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, South","Transport, combination truck, long-haul, electricity powered",t*km,0.00032465,1.6944e-05,2.5095,0.11409,5.2162e-09,9.7277e-07,2.3708e-05,1.3479e-09,0.007443
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Southeast","Transport, combination truck, long-haul, electricity powered",t*km,0.00019088,1.1084e-05,5.7674,0.10261,1.2088e-08,2.2565e-06,1.8845e-05,1.1923e-09,0.0043471
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, Southwest","Transport, combination truck, long-haul, electricity powered",t*km,0.00018432,1.1311e-05,4.6051,0.10728,9.672e-09,1.8031e-06,1.4057e-05,1.6573e-09,0.0050066
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, West","Transport, combination truck, long-haul, electricity powered",t*km,0.00014358,1.0196e-05,2.0008,0.075004,4.5973e-09,7.8075e-07,7.9989e-06,5.3794e-10,0.0053438
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, long-haul, electricity powered, West North Central","Transport, combination truck, long-haul, electricity powered",t*km,0.00030525,1.3927e-05,1.6442,0.13094,3.4309e-09,6.3926e-07,2.4677e-05,2.8102e-09,0.005037
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered - US","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.0001106,6.5838e-06,0.020044,0.10073,1.0995e-10,7.1216e-09,3.6837e-06,6.2562e-12,0.0031331
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, Alaska","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.00011288,6.7302e-06,0.019914,0.099655,1.0784e-10,7.0762e-09,3.6619e-06,6.2163e-12,0.0032128
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, Central","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.0001111,6.6155e-06,0.020035,0.10064,1.0973e-10,7.1183e-09,3.6844e-06,6.2533e-12,0.0031504
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, East North Central","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.00011116,6.6221e-06,0.019896,0.099607,1.0787e-10,7.0698e-09,3.6438e-06,6.2107e-12,0.0031537
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, Hawaii","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.00011165,6.6352e-06,0.020777,0.10661,1.2139e-10,7.3769e-09,3.9314e-06,6.4801e-12,0.0031725
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, Northeast","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.00011162,6.649e-06,0.020012,0.10048,1.0946e-10,7.1104e-09,3.684e-06,6.2463e-12,0.0031693
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, Northwest","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.00011127,6.6275e-06,0.01997,0.10012,1.0875e-10,7.0957e-09,3.6655e-06,6.2334e-12,0.0031563
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, South","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.00010792,6.4171e-06,0.019901,0.099624,1.0785e-10,7.0717e-09,3.612e-06,6.2123e-12,0.0030384
48-49: Transportation and Warehousing/4841: General Freight Trucking,"Transport, combination truck, short-haul, compressed natural gas powered, Southeast","Transport, combination truck, short-haul, compressed natural gas powered",t*km,0.00011074,6.5874e-06,0.020306,0.10278,1.1388e-10,7.2127e-09,3.7673e-06,6.3361e-12,0.0031381
